,Zip,ds,yhat,yhat_lower,yhat_upper
293,13315,2020-06-30,1.033647339590175,1.0194918516823224,1.0466582978067491
293,26405,2020-06-30,1.0765368431689881,1.0608057293638757,1.0932217281947894
293,31515,2020-06-30,1.059343611395707,1.0248595869306476,1.0919283117752827
293,11739,2020-06-30,0.9475592282452875,0.8881769435747874,1.0016960997706288
293,49262,2020-06-30,0.9968669957415054,0.9813921274287057,1.014140850912493
293,59846,2020-06-30,1.0216732613414474,1.0008946710448738,1.042234355228493
293,16930,2020-06-30,1.0106612866201348,0.9996253126879837,1.0214629481420539
293,25512,2020-06-30,1.025659724570159,0.9966379578586246,1.055155416765167
293,65024,2020-06-30,1.0236838353323219,1.0017280117174487,1.0457552990280203
293,29845,2020-06-30,1.0976819982947,1.0632681272493445,1.1323360675067635
293,63751,2020-06-30,1.0492072463906037,1.0369447795522952,1.0626236829066857
293,26448,2020-06-30,1.0069385420772767,0.9831568794419043,1.0339919609079782
293,46913,2020-06-30,1.0159468096844406,1.0019642974974041,1.0305300986157577
293,38391,2020-06-30,1.0216330998587446,0.9830866236128875,1.0645238135576933
293,14054,2020-06-30,1.0311117836295354,1.0195407996924581,1.0424503509433751
293,74957,2020-06-30,1.0290214183236348,1.0147306559333467,1.0442571190679824
293,62277,2020-06-30,0.9852166884538034,0.9610973102849941,1.0090170977430544
293,39755,2020-06-30,1.0111043015749872,0.9914300305664411,1.0307913760654681
293,31624,2020-06-30,1.0823948616814607,1.0630116055505123,1.1037606997736873
293,62376,2020-06-30,1.0254153338708591,1.016296953348816,1.034378199046178
293,70576,2020-06-30,0.9519664170718498,0.903355641890397,1.0066220729870814
293,51245,2020-06-30,1.0376498677623096,1.0226033088474187,1.0524774051245047
293,95635,2020-06-30,1.066238486807006,1.0324391443509762,1.097018116977186
293,78562,2020-06-30,0.9999336216221892,0.9521321656072315,1.0463361179701407
293,26447,2020-06-30,1.0304244656204313,1.0123437630716152,1.050483342018384
293,24076,2020-06-30,1.016916569912412,0.9929351805381731,1.0434081849319556
293,46764,2020-06-30,1.0277926530661867,1.0207765275473724,1.0349662608681156
293,83541,2020-06-30,1.0256677234925824,1.0100847952952834,1.0426489992024335
293,54733,2020-06-30,1.0304879393716067,1.014914097049492,1.0470336256342032
293,75449,2020-06-30,1.0158276606660588,1.0035680533746292,1.0281249126856924
293,25564,2020-06-30,1.0253812940001668,1.0018242450575252,1.0463752907349146
293,27974,2020-06-30,1.0282492964164607,1.0008588263040474,1.0523064679167458
293,65612,2020-06-30,1.0273667997164646,1.0041213451408224,1.050675340265174
293,62545,2020-06-30,1.0387539457039259,1.0246015048639743,1.0519855542825176
293,94586,2020-06-30,1.100599974298058,1.0606814142972296,1.142546121398975
293,43746,2020-06-30,0.9849569158674556,0.961465382090768,1.0083522794877222
