,Zip,ds,yhat,yhat_lower,yhat_upper
299,61262,2020-12-31,1.037703715348842,1.0063715708125536,1.067988725417948
299,29838,2020-12-31,1.0377189030865615,0.9793850525053713,1.083062610510973
299,40178,2020-12-31,1.0275985240272247,1.0057168955732896,1.0499780553951519
299,13469,2020-12-31,1.0267426061486937,0.9947641570869865,1.0566633333019049
299,42565,2020-12-31,1.0872999397190848,1.025568650731587,1.142161747263824
299,8739,2020-12-31,1.0301191055566263,0.9927577522234841,1.0727291840489752
299,15362,2020-12-31,1.043342855751894,0.93977330313299,1.153821410422782
299,62688,2020-12-31,1.0206516847906077,0.991471761803037,1.047612618294231
299,80436,2020-12-31,1.0798053539194,1.0570611630205928,1.0964529333957789
299,84711,2020-12-31,1.11361312582071,1.091145298291105,1.1370387717370163
299,15949,2020-12-31,1.0049396363333856,0.9527656336880473,1.0603159927388357
299,63558,2020-12-31,1.0550600129606793,1.0196224122004045,1.0893161619624896
299,81422,2020-12-31,0.9339792108233785,0.8944657529779123,0.9729798124793388
299,13473,2020-12-31,1.0441544630362403,1.0160279008907807,1.0690560016091164
299,21723,2020-12-31,1.027462197906783,0.9810033753746689,1.0778711976252655
299,38327,2020-12-31,1.033280484385197,1.011321285090815,1.054056500139443
299,64436,2020-12-31,1.0210769091199858,0.9932370441128672,1.0489556645138425
299,4612,2020-12-31,1.0495536029185464,1.0214663376508961,1.0780859106776985
299,59844,2020-12-31,1.045131125915188,1.0235287478617174,1.0665023342025801
299,41268,2020-12-31,1.060877066194237,1.0426465286877755,1.0790071592307222
299,16921,2020-12-31,1.025864995652164,1.003457270904445,1.0482168264001717
299,15655,2020-12-31,0.9810364601191705,0.9343384844855938,1.0295078580365022
299,76435,2020-12-31,1.0309821792206992,1.012962969966937,1.0509589200665168
299,30455,2020-12-31,1.0492277565024264,1.0133688554737936,1.0860859465249273
299,75132,2020-12-31,1.0383034143096932,1.011177942510417,1.0635059570335375
299,16402,2020-12-31,1.0465377557761653,0.974289145082377,1.1175933384915562
299,5841,2020-12-31,1.0109443378071945,0.9845408278662178,1.0375529990440864
299,51022,2020-12-31,1.0364197945111393,1.010493370492006,1.0622879702702546
299,42204,2020-12-31,1.001789807006013,0.9794520099957403,1.0270710700073993
299,13776,2020-12-31,1.0254806145992983,1.0031872908815,1.04689936182915
299,68790,2020-12-31,1.05239803762337,1.0289537161586513,1.0748728310095617
299,31041,2020-12-31,1.0292886246609074,0.9869526385757977,1.0734611284224151
299,12177,2020-12-31,1.0526513747052058,1.0292873042680035,1.0769676599238416
299,73063,2020-12-31,1.0192572424319117,0.9992808139709468,1.038787998982439
299,56521,2020-12-31,1.0674678987792257,1.0409348245167191,1.094513013938683
299,12419,2020-12-31,1.0099750937538237,0.9716796744812443,1.0471670507606519
299,78117,2020-12-31,1.0784233803042613,1.0600347439678244,1.0957425216993504
299,64632,2020-12-31,1.0320495646984795,1.0111771320252652,1.050138534675027
299,71045,2020-12-31,1.0376131992330224,1.0204877542426893,1.0562891390698217
299,72068,2020-12-31,1.0617381805515715,1.0383310230734508,1.0858107045973513
299,26411,2020-12-31,1.0542519750285826,1.017578675353164,1.0881584107751663
299,73053,2020-12-31,1.0851256622373298,1.0504305676358667,1.1180367779417655
299,16942,2020-12-31,1.0728178885164563,1.0552520478652805,1.0940086513639369
299,63827,2020-12-31,1.0173562370433225,0.988190440209293,1.0441260109848414
299,47270,2020-12-31,1.027367234871743,1.0063706768791092,1.050312973589066
299,12147,2020-12-31,1.0333421195991208,0.9908602328994659,1.076941924285671
299,58346,2020-12-31,1.0056686152688676,0.8036800688163317,1.2115903473770204
299,5035,2020-12-31,0.9807753550980502,0.9474791632531329,1.012507080537216
299,31070,2020-12-31,1.0662669388404418,1.0428208593342068,1.0929488213561265
299,81040,2020-12-31,0.9828400385815876,0.9548569648415005,1.0092683654906311
299,57353,2020-12-31,1.0397003931709008,1.0032465368703165,1.0786980626808287
299,94946,2020-12-31,1.0993937765542612,1.046855456114727,1.1582374922439238
299,16692,2020-12-31,1.0994145404938496,1.0619401037881868,1.133146197076038
299,66024,2020-12-31,1.179331343765719,1.1458775824464675,1.2093331766730044
299,23934,2020-12-31,1.0340833403383365,1.0119007360543113,1.056243709570993
299,54542,2020-12-31,1.0999499489248892,1.0718280695253797,1.127925212293754
299,57332,2020-12-31,1.1659878816020728,1.1212689289757958,1.2087884438242904
299,56029,2020-12-31,1.0330784227288827,1.012918102520102,1.0540352937462176
299,42451,2020-12-31,1.0568261630536169,1.0239611941804267,1.086449735777764
299,26178,2020-12-31,0.9779489915376313,0.9198831331562152,1.0359600696625515
299,52721,2020-12-31,1.0452580930315278,1.0249570786677658,1.0667579331928219
299,84327,2020-12-31,1.069445815559011,1.034575284973308,1.1054978101558313
299,71479,2020-12-31,1.0190977107855144,0.9758618623526591,1.0682204717669517
299,16405,2020-12-31,1.0294196776005569,0.9683553795668817,1.090098586535201
299,14614,2020-12-31,1.0234867580755767,0.9716179819803457,1.0759102504193923
299,72351,2020-12-31,1.0500091238933427,1.0054835268158437,1.0948011932753328
299,99683,2020-12-31,0.9960751234427229,0.9479106649375073,1.042174605768536
299,54746,2020-12-31,1.0790283166586279,1.0528340182734495,1.1045529275800614
299,27941,2020-12-31,1.0421649977581728,1.007331088111929,1.078610329998473
299,48705,2020-12-31,1.08286602202816,1.0423412284855278,1.1141165516564533
299,37305,2020-12-31,1.0564626505405492,1.0263658254116923,1.0841903926033027
299,26293,2020-12-31,1.013665968149567,0.9838055412761225,1.043873956018828
299,47465,2020-12-31,1.0688215375197931,1.0510824161207173,1.0883324331792372
299,56683,2020-12-31,1.0512323700187451,1.0335643707574056,1.0703454826311343
299,74565,2020-12-31,1.0124454789165296,0.9763026289435176,1.0516847725962146
299,68740,2020-12-31,1.0808385619582983,1.0452896998788597,1.1146017167836788
299,64071,2020-12-31,1.0658890187967807,1.0289237682913153,1.102631220670487
299,95922,2020-12-31,0.9539907268494241,0.8930522485171712,1.0141060255019996
299,72577,2020-12-31,1.0269896332605557,1.0014525015357971,1.052051542525998
299,95224,2020-12-31,1.032074688494647,0.9877471131515408,1.084509987581658
299,58835,2020-12-31,1.0507573107964459,0.8195469322688503,1.2676472674608275
299,62343,2020-12-31,1.0755249480166826,1.0478140128493045,1.0997404729468654
299,62994,2020-12-31,0.990833879162094,0.9538686124919386,1.0273457022769878
299,72776,2020-12-31,0.9792899120462727,0.9436659800749574,1.0130402477573455
299,65025,2020-12-31,1.0234805001514575,0.9907858632545222,1.0572321602361672
299,68644,2020-12-31,1.0641876519468838,1.023488430553521,1.108260664122054
299,26716,2020-12-31,1.0281677107819254,0.9971915483785504,1.0571781773597508
299,28708,2020-12-31,1.0509511876671045,1.020419963331848,1.0817063918295977
299,64756,2020-12-31,1.0814975527241255,1.0553096645029574,1.1080967662171597
299,56042,2020-12-31,1.0823013677702773,1.0526216628096832,1.1090880719230152
299,98267,2020-12-31,1.027595835622593,0.9854977361711454,1.0697531735653336
299,24323,2020-12-31,1.0451385422345196,1.0217240960489988,1.067306961832813
299,73641,2020-12-31,1.0429087593277733,1.010760283646714,1.0717863865784785
