,Zip,ds,yhat,yhat_lower,yhat_upper
299,46951,2020-12-31,1.0575498084092587,1.0395005419372587,1.0725288133782005
299,54627,2020-12-31,1.06675795636877,1.0348732598358588,1.0983287618806636
299,12472,2020-12-31,0.9969732411734932,0.9530503797038801,1.039775159555563
299,46166,2020-12-31,1.0913973842580875,1.0648486942607662,1.1165654354995265
299,55959,2020-12-31,1.0646822349607379,1.0330712386673273,1.0913123159314646
299,64482,2020-12-31,1.0456504032813956,0.8811637840912102,1.2110440260071842
299,52046,2020-12-31,1.041256335443662,1.0272613092931284,1.0554262175133549
299,29741,2020-12-31,1.076640110761968,1.0454194593433532,1.1047352066338805
299,16249,2020-12-31,1.021580970251209,1.001478535139924,1.046249763395498
299,12168,2020-12-31,0.9952831215940399,0.9505772807155632,1.0434913482445882
299,96703,2020-12-31,0.9622341851530326,0.9207574670661148,1.0048577270127377
299,35446,2020-12-31,0.9675702971874596,0.9257459720230216,1.0148836001996702
299,71439,2020-12-31,1.0322768272465859,0.9929261943939947,1.0730220288475971
299,60938,2020-12-31,1.003792789955293,0.9731112197811645,1.0327242940349846
299,36525,2020-12-31,1.0108895318425257,0.9799366646884037,1.041551575562485
299,15479,2020-12-31,0.9924597427483176,0.9480196912955774,1.0342280511691657
299,36759,2020-12-31,1.0573737680245265,1.0268058990041757,1.0872889681557931
299,31827,2020-12-31,1.05008121236844,1.0176124089828793,1.0818944314933827
299,60602,2020-12-31,1.1125544531110767,1.0442991942491153,1.1768918776396586
299,12094,2020-12-31,0.9739492327092948,0.9351535314959502,1.0133287989688609
299,61376,2020-12-31,1.0176402751536282,0.9706147706839434,1.0616750141801354
299,80520,2020-12-31,1.1282974682434865,1.0991867498449148,1.1537967765182002
299,35610,2020-12-31,1.040240301968985,0.9835751764752605,1.0939598462520232
299,4108,2020-12-31,1.04529142059593,1.0138999696499997,1.0821214210439283
299,79357,2020-12-31,1.0141822065259098,0.9965995322469418,1.0308441354461457
299,54909,2020-12-31,1.0566383734415377,1.0314443800538027,1.0822355252311444
299,28689,2020-12-31,1.044321691515355,0.9979397102939719,1.0822087802672564
299,59442,2020-12-31,1.0634837051513661,0.99321616171865,1.1322994064291534
299,43164,2020-12-31,1.0318684360336392,1.015620359716416,1.0468456613789459
299,47631,2020-12-31,1.0574627627757653,1.0441422649035639,1.071070867381111
299,39561,2020-12-31,1.0377627676864727,1.0109694048199325,1.0658563349190993
299,29052,2020-12-31,1.0508383151346237,1.0035853395444188,1.097204042463247
299,54740,2020-12-31,1.0603754840008945,1.0384697476062892,1.0829788118994763
299,72840,2020-12-31,1.0659325028850766,1.04395866822163,1.0877596788677029
299,74002,2020-12-31,1.0190820309582924,0.9971306291320006,1.0391242753057128
299,76701,2020-12-31,1.1060742856387564,1.0727910477449796,1.1384942468061465
299,54770,2020-12-31,1.0641455031658562,1.0226631061841687,1.1030505638947354
299,36509,2020-12-31,1.0712753127971462,1.003314775871146,1.1416664864940989
299,42056,2020-12-31,1.044097604684044,1.026465252384482,1.061698986854251
299,49885,2020-12-31,1.0574002864615728,1.0023572743759017,1.1100438991858776
299,4910,2020-12-31,0.95108760392312,0.8975853098253538,1.008959045675597
299,40468,2020-12-31,1.027037309417237,1.0051737151260596,1.048556881760363
299,41064,2020-12-31,1.0270013937735074,0.9971975199548734,1.058115215270745
299,66105,2020-12-31,1.0247003862912867,0.9423554898854719,1.10442701866796
299,38232,2020-12-31,1.061724415014468,1.0424671024076433,1.079821943073932
299,24435,2020-12-31,1.0252313958447867,0.9992771764784784,1.0491899461101042
299,56540,2020-12-31,1.0473627691922462,1.017229663807815,1.0797644424039554
299,36907,2020-12-31,1.096867597401465,1.068644452813394,1.1257167869122158
299,54514,2020-12-31,1.0630717840582722,1.0381040136496402,1.0866383319544188
299,59323,2020-12-31,1.0465137003450091,0.8330967057034014,1.2764993265313063
299,54026,2020-12-31,1.051302075959315,1.0263683011521516,1.0794803100473576
299,44867,2020-12-31,1.0271744844314339,1.0087363726538827,1.0455065597083733
299,71261,2020-12-31,0.9905270212021036,0.9380740327524197,1.0417207959253314
299,78881,2020-12-31,1.0563764958539958,1.0374380163413899,1.075815401622275
299,16920,2020-12-31,1.0458796701056818,1.0234778600482777,1.0653679076755984
299,57226,2020-12-31,1.049023435220651,0.9884278655650781,1.1066179768030717
299,17830,2020-12-31,1.0371479052797195,1.0142413836525874,1.0568014596262576
299,76857,2020-12-31,1.0237486668414044,1.0019237333065532,1.0457463653672847
299,35089,2020-12-31,1.0354531424845024,1.0032818882326062,1.0715599892595704
299,17321,2020-12-31,1.0215093681504592,0.9850262903170011,1.0649395946133735
299,70514,2020-12-31,1.0177343795189882,0.96188404048646,1.076375745394361
299,78335,2020-12-31,0.9903850273279328,0.9479864602599086,1.033983423818352
299,16881,2020-12-31,1.0150710980856323,0.9887146064868872,1.041641721840307
299,60034,2020-12-31,1.063699052440368,1.0323191814378456,1.0984723864470338
299,86321,2020-12-31,1.0951939672588265,1.0457233593808517,1.148639221070993
299,55329,2020-12-31,1.0574277449420546,1.0283783760459966,1.0836260877156183
299,24069,2020-12-31,1.0253958245768733,1.003200380603953,1.0475677220921567
299,20197,2020-12-31,0.9988470480016168,0.9492287639329602,1.0467162137051766
299,79325,2020-12-31,1.047458116189229,1.0114669540461458,1.0831844587374702
299,15942,2020-12-31,1.0576126085831723,1.0116942056432112,1.1058285564807568
299,3580,2020-12-31,1.065549529029571,1.0362844192101075,1.0956451739632855
299,56481,2020-12-31,1.0601182309259911,1.0240642527221908,1.09796455356981
299,66076,2020-12-31,1.0507165130230505,1.0344840114691316,1.068893423518057
299,39425,2020-12-31,1.046309145096664,1.0124537931698157,1.0776359456371096
299,46978,2020-12-31,1.069029760329007,1.0375605559713899,1.0978984557441904
299,28508,2020-12-31,1.111593138291933,1.082377368269529,1.1427005885469328
299,38334,2020-12-31,1.0403040161583126,1.0222026289269854,1.0598020570607225
299,36017,2020-12-31,1.0233177943998149,0.9713574416626758,1.0678089102231696
299,60043,2020-12-31,1.0016114955363418,0.9370398286686819,1.0584902074868663
299,93424,2020-12-31,1.0525744750349257,1.0210645925152755,1.086821633037254
299,92561,2020-12-31,1.0646990261262892,1.022167078143323,1.115700332389131
299,1542,2020-12-31,1.010032547443801,0.9730852422793151,1.0459140346775664
299,15639,2020-12-31,1.0358102525448463,1.012311684896286,1.0565942741616787
299,66087,2020-12-31,1.0547591884730454,1.0232400642927468,1.0884607918689164
299,97499,2020-12-31,1.0283276829253922,0.9951276440321911,1.0569747345368405
299,85236,2020-12-31,1.0565195274259749,1.0196981863211287,1.0935824123281166
299,62865,2020-12-31,1.0149241010763805,0.9516499374742781,1.078457744058522
299,15322,2020-12-31,1.0769057689491046,0.9649810220255015,1.1874283456352301
299,49271,2020-12-31,1.0481700413838968,1.0249879355384748,1.073411164634095
299,12575,2020-12-31,1.0193048247600882,0.978522478965297,1.0572634605925788
299,63673,2020-12-31,1.04152984307443,1.0179150601972662,1.0635953713356805
299,17965,2020-12-31,0.9741203700897111,0.9164979573624488,1.029743880386966
299,22027,2020-12-31,1.0226177200373219,0.9765914904224486,1.0690676106818162
299,83876,2020-12-31,1.0599884243659616,1.0137151897498202,1.107173035615018
299,56284,2020-12-31,1.056896915470461,1.0303595459324366,1.0836010289546456
299,54498,2020-12-31,1.0719938332971921,1.053645981905949,1.0893390642078722
299,83245,2020-12-31,1.062857280506781,1.0140170336693926,1.1095701592062033
299,74901,2020-12-31,1.0414292480802738,1.0200449384086092,1.065175348149303
299,38641,2020-12-31,1.0625281479210387,1.036407192152296,1.0905501193881897
299,81039,2020-12-31,1.0787569934831747,1.060356414413941,1.0972698314191907
299,22460,2020-12-31,1.033001652138372,1.0030497137800094,1.0638580286831287
299,74038,2020-12-31,1.0475097434505953,1.0233741628429565,1.0720577134838576
299,23038,2020-12-31,1.0312209729232598,1.01062154855223,1.049930684085865
299,55771,2020-12-31,1.0623810836644634,1.010956764469987,1.1094280585818213
299,38039,2020-12-31,1.0358686805345871,1.0066564358048202,1.069327742135674
299,13320,2020-12-31,1.0494086468868606,1.02931106159819,1.0726715310128163
299,88046,2020-12-31,1.0393536387844244,0.990681892307545,1.0902817927987976
299,19534,2020-12-31,1.0203970344109698,0.9936185454268849,1.0505348898736357
299,25136,2020-12-31,0.9366691218543395,0.9004808298867768,0.9746789118754775
299,56589,2020-12-31,1.057819063621085,1.0423153994704195,1.0727935292378659
299,5251,2020-12-31,0.9965898108964023,0.9624738457940791,1.0381242902227958
299,4943,2020-12-31,0.975712645999692,0.9391645085052119,1.0167917674978562
299,93513,2020-12-31,1.043534159555061,1.006193613952024,1.0828566707662062
